"id","name","bussines_name","rfc","comments_on_delivery","date_joined","date_created","date_updated","direction_id"
"566","PAQUETEEXPRESS GLOBAL LOGISTICS","PAQUETEEXPRESS GLOBAL LOGISTICS, S.A. DE C.V.","PGL190426H73","LLEVAR GUÍA Y CON RECIBO CON PAGO","2023-07-19","2023-07-19 08:22:02.422371+00","2023-07-19 08:07:52.788411+00","646"
"567","FEDERAL-MOGUL POWERTRAIN SEALING SYSTEMS TEPOTZOTLÁN","FEDERAL-MOGUL POWERTRAIN SEALING SYSTEMS","","","2023-07-19","2023-07-19 08:22:02.578262+00","2023-07-19 08:07:53.050924+00","647"
"568","MC PLASTICOS DE MEXICO TOLUCA","MC PLASTICOS DE MEXICO SA DE CV","MCP7401045Y3","","2023-07-19","2023-07-19 08:22:02.733207+00","2023-07-19 08:07:53.283979+00","648"
"569","Plásticos Cortazarenses Cortazar","Plásticos Cortazarenses, S.A. de C.V.","PCO1305249X5","EPP COMPLETO, DOC DE OPERADOR Y UNIDAD VIGENTES","2023-07-19","2023-07-19 08:22:02.884361+00","2023-07-19 08:07:53.543769+00","649"
"570","DAKOTA STEEL WORKS	 QUERÉTARO","DAKOTA STEEL WORKS","DSW170310ISA","","2023-07-19","2023-07-19 08:22:03.040187+00","2023-07-19 08:07:53.78077+00","650"
"571","Lean Fluence de México EL MARQUÉS","Lean Fluence de México","OLM100521QQA","","2023-07-19","2023-07-19 08:22:03.19323+00","2023-07-19 08:07:54.013923+00","651"
"572","SANTA CLARA MERCANTIL DE PÁCHUCA","SANTA CLARA MERCANTIL DE PÁCHUCA","SCM850529GZ7","Reportarse con el numero de transporte de Accel.  Impreso C. de fumigación, C. porte, pago del seguro social y SUA, licencia, póliza, T. de circulació","2023-07-19","2023-07-19 08:22:03.354356+00","2023-07-19 08:07:54.248185+00","652"
"573","CADENA COMERCIAL OXXO CHIHUAHUA","CADENA COMERCIAL OXXO SA DE CV","CCO8605231N4","HOJA DE CITA","2023-07-19","2023-07-19 08:22:03.508873+00","2023-07-19 08:07:54.478903+00","653"
"574","Wittmann Battenfeld México","Wittmann Battenfeld México, S.A. de C.V.","WBM0011144W7","","2023-07-19","2023-07-19 08:22:03.664477+00","2023-07-19 08:07:54.711672+00","654"
"575","Maquinados Y Erosión CORREGIDORA QRO","Maquinados Y Erosion S.A. De C.V.","OLM100521QQA","","2023-07-19","2023-07-19 08:22:03.819317+00","2023-07-19 08:07:54.946312+00","655"
"576","ARBOMEX","ARBOMEX SA DE CV","ARB820712U77","","2023-07-19","2023-07-19 08:22:03.976014+00","2023-07-19 08:07:55.179376+00","656"
"577","STELLANTIS SALTILLO ENG PLANT COAHUILA","STELLANTIS SALTILLO ENG PLANT","CME720930GM9","","2023-07-19","2023-07-19 08:22:04.13466+00","2023-07-19 08:07:55.412715+00","657"
"578","NISSIN FOODS LERMA","NISSIN FOODS SA DE CV","NFM0510059FA","","2023-07-19","2023-07-19 08:22:04.287364+00","2023-07-19 08:07:55.647543+00","658"
"579","Global Nave II","Global Nave II","PRE020314RC4","","2023-07-19","2023-07-19 08:22:04.443354+00","2023-07-19 08:07:55.879787+00","659"
"580","JEM ""SJR","JEM","OLM100521QQA","","2023-07-19","2023-07-19 08:22:04.595237+00","2023-07-19 08:07:56.111982+00","660"
"581","TECNOMAQUINARIA QUERETARO","TECNOMAQUINARIA QUERETARO","THM090212BC6","","2023-07-19","2023-07-19 08:22:04.746871+00","2023-07-19 08:07:56.345584+00","661"
"582","ALMACEN DIVISIONAL CENTRO OCCIDENTE","ALMACEN DIVISIONAL CENTRO OCCIDENTE","THM090212BC6","","2023-07-19","2023-07-19 08:22:04.899498+00","2023-07-19 08:07:56.579729+00","662"
"583","TRW DELPLAS QUERÉTARO","TRW DELPLAS SA DE CV","TSD931210493","","2023-07-19","2023-07-19 08:22:05.052273+00","2023-07-19 08:07:56.819866+00","663"
"584","FLEXTRONICS TECHNOLOGIES MEXICO ""TLAJOMULCO","FLEXTRONICS TECHNOLOGIES MEXICO S DE RL DE CV","FPL980602BT2","","2023-07-19","2023-07-19 08:22:05.207871+00","2023-07-19 08:07:57.05529+00","664"
"585","ANDAMIOS Y PARARRAYOS, S.A. DE C.V. ""MORELOS","ANDAMIOS Y PARARRAYOS, S.A. DE C.V.","APA840130HH2","","2023-07-19","2023-07-19 08:22:05.362465+00","2023-07-19 08:07:57.295047+00","665"
"586","TACHI-S PLANTA DSP AGS","TACHI-S PLANTA DSP AGS","IAS910410SE1","","2023-07-19","2023-07-19 08:22:05.517517+00","2023-07-19 08:07:57.530331+00","666"
"587","PILGRIM ́S PRIDE COLÓN","PILGRIM ́S PRIDE","PPR910701LEA","","2023-07-19","2023-07-19 08:22:05.671248+00","2023-07-19 08:07:57.761187+00","667"
"588","HAAS TCM DE MEXICO IRAPUATO","HAAS TCM DE MEXICO S DE RL DE CV","HTM980216BB9","","2023-07-19","2023-07-19 08:22:05.824283+00","2023-07-19 08:07:57.996155+00","668"
"589","FABRICA DE GALLETAS MODERNA TOLUCA","FABRICA DE GALLETAS MODERNA SA DE CV","FGM790801SD7","","2023-07-19","2023-07-19 08:22:05.978494+00","2023-07-19 08:07:58.2564+00","669"
"590","POCHTECA MATERIAS PRIMAS","POCHTECA MATERIAS PRIMAS SA DE CV","PPA880510649","","2023-07-19","2023-07-19 08:22:06.133602+00","2023-07-19 08:07:58.490779+00","670"
"591","PILGRIMS TORREÓN","PILGRIM´S PRIDE S DE RL DE CV","PPR910701LEA","CERTIFICADO DE FUMIGACIÓN, POLIZA DE SEGURO, EPP COMPLETO","2023-07-19","2023-07-19 08:22:06.289334+00","2023-07-19 08:07:58.72636+00","671"
"592","PILGRIMS SLP","PILGRIMS PRIDE S DE RL DE CV","PPR910701LEA","","2023-07-19","2023-07-19 08:22:06.446373+00","2023-07-19 08:07:58.960361+00","672"
"593","RAFAEL NAVA LUGO CORREGIDORA","RAFAEL NAVA LUGO","NALR6210222J0","","2023-07-19","2023-07-19 08:22:06.605506+00","2023-07-19 08:07:59.19371+00","673"
"594","COBISE ""bodega los olvera","COBISE","FOPK850902AJ9","","2023-07-19","2023-07-19 08:22:06.762711+00","2023-07-19 08:07:59.426087+00","674"
"595","COBISE ""OBRA EN LEÓN","COBISE OBRA","FOPK850902AJ9","","2023-07-19","2023-07-19 08:22:06.918451+00","2023-07-19 08:07:59.658729+00","675"
"596","CASA SOLUCIONES INTEGRALES","CASA SOLUCIONES INTEGRALES","SII1003256C3","","2023-07-19","2023-07-19 08:22:07.073888+00","2023-07-19 08:07:59.893717+00","676"
"597","Fertycampo Salvador Aguilera","Fertycampo Salvador Aguilera","AURS930627FB7","","2023-07-19","2023-07-19 08:22:07.227785+00","2023-07-19 08:08:00.124815+00","677"
"598","MINNESOTA RUBBER Y PLASTIC REYNOSA","MINNESOTA RUBBER Y PLASTIC","MRM980407EG7","","2023-07-19","2023-07-19 08:22:07.38837+00","2023-07-19 08:08:00.361767+00","678"
"599","OBRA DE ANDAMIOS","OBRA DE ANDAMIOS","APA840130HH2","","2023-07-19","2023-07-19 08:22:07.543377+00","2023-07-19 08:08:00.593929+00","679"
"600","ARMOR MEXICO IMAGING SUPPLIES QUERETARO","ARMOR MEXICO IMAGING SUPPLIES SA DE CV","AMI210111LH5","","2023-07-19","2023-07-19 08:22:07.697391+00","2023-07-19 08:08:00.828011+00","680"
"601","BARCEL TOLUCA","BARCEL","BAR011108CC6","","2023-07-19","2023-07-19 08:22:07.850467+00","2023-07-19 08:08:01.059176+00","681"
"602","OBRA ANDAMIOS ""PARADA AUTOBUSES PEPSI","OBRA ANDAMIOS","APA840130HH2","","2023-07-19","2023-07-19 08:22:08.009341+00","2023-07-19 08:08:01.292257+00","682"
"603","MEI QUERETARO","MEI QUERETARO S DE RL DE CV","MQU971209RQ1","","2023-07-19","2023-07-19 08:22:08.161067+00","2023-07-19 08:08:01.530596+00","683"
"604","PLASMAN QRO PLANTA 2","PLASMAN PRECISION PARTS SA DE CV","PLA180509S97","","2023-07-19","2023-07-19 08:22:08.316438+00","2023-07-19 08:08:01.761713+00","684"
"605","PAN BUENO CORDOBA","PAN BUENO","PBU800306BQ5","","2023-07-19","2023-07-19 08:22:08.470649+00","2023-07-19 08:08:01.997172+00","685"
"606","GALLETERA PAN BUENO","GALLETERA PAN BUENO","PBU800306BQ5","","2023-07-19","2023-07-19 08:22:08.626704+00","2023-07-19 08:08:02.22978+00","686"
"607","OLGUSA JARDINES DE LA HACIENDA","OLGUSA SA DE CV","OLG1907013G2","","2023-07-19","2023-07-19 08:22:08.781211+00","2023-07-19 08:08:02.465787+00","687"
"608","OLGUSA LOGISTICS","OLGUSA SA DE CV","OLG1907013G2","","2023-07-19","2023-07-19 08:22:08.934175+00","2023-07-19 08:08:02.700653+00","688"
"609","EAGLE TLAXCALA MEXICO tlaxcala","EAGLE TLAXCALA MEXICO, S DE R.L DE C.V.","CTC861104I92","","2023-07-19","2023-07-19 08:22:09.088286+00","2023-07-19 08:08:02.932091+00","689"
"610","NAVISTAR","NAVISTAR","MTS1909111C4","","2023-07-19","2023-07-19 08:22:09.241143+00","2023-07-19 08:08:03.166543+00","690"
"611","CONTINENTAL AUTOMOTIVE  TLAQUEPAQUE","CONTINENTAL AUTOMOTIVE","MTS1909111C4","","2023-07-19","2023-07-19 08:22:09.395426+00","2023-07-19 08:08:03.399728+00","691"
"612","LEAR RAMOS II","LEAR RAMOS II","VME050207748","","2023-07-19","2023-07-19 08:22:09.548762+00","2023-07-19 08:08:03.631547+00","692"
"613","1333 QRO URVILLAS","TIENDAS TRES B SA DE CV","TTB040915CY9","","2023-07-19","2023-07-19 08:22:09.703354+00","2023-07-19 08:08:03.863215+00","693"
"614","YANFENG RAMOS","YANFENG","CTC861104I92","","2023-07-19","2023-07-19 08:22:09.857547+00","2023-07-19 08:08:04.097888+00","694"
"615","BACARDI TULTITLAN","PLANTA BACARDI","BAC821104Q39","","2023-07-19","2023-07-19 08:22:10.013568+00","2023-07-19 08:08:04.332458+00","695"
"616","AUTOSERVICIO LA PLAYA GDL","AUTOSERVICIO LA PLAYA","APL110803LG7","","2023-07-19","2023-07-19 08:22:10.171372+00","2023-07-19 08:08:04.566744+00","696"
"617","ANIXTER","OLGUSA SA DE CV","AME900814LM3","","2023-07-19","2023-07-19 08:22:10.321717+00","2023-07-19 08:08:04.800322+00","697"
"618","SAMS CLUB CIUDAD JARDIN","SAMS CLUB CIUDAD JARDIN","AME900814LM3","","2023-07-19","2023-07-19 08:22:10.477152+00","2023-07-19 08:08:05.033689+00","698"
"619","T2178","TIENDAS TRES B SA DE CV","TTB040915CY9","","2023-07-19","2023-07-19 08:22:10.628255+00","2023-07-19 08:08:05.26736+00","699"
"620","T1301","TIENDAS TRES B SA DE CV","TTB040915CY9","","2023-07-19","2023-07-19 08:22:10.782199+00","2023-07-19 08:08:05.500749+00","700"
"621","T2399","TIENDAS TRES B SA DE CV","TTB040915CY9","","2023-07-19","2023-07-19 08:22:10.934939+00","2023-07-19 08:08:05.731677+00","701"
"622","NIDEC MOBILITY MEXICO SILAO","NIDEC MOBILITY MEXICO S DE RL DE CV","AME150305BI5","","2023-07-19","2023-07-19 08:22:11.088608+00","2023-07-19 08:08:05.973819+00","702"
"623","Plasess México Irapuato","Plasess México S.A. de C.V.","PME1409297R4","","2023-07-19","2023-07-19 08:22:11.243156+00","2023-07-19 08:08:06.214718+00","703"
"624","2150QRO SAN IDElFONSO","TIENDAS 3 B","TTB040915CY9","","2023-07-19","2023-07-19 08:22:11.399611+00","2023-07-19 08:08:06.465411+00","704"
"625","2289 TARAHUMARA","TIENDAS TRES B SA DE CV","TTB040915CY9","","2023-07-19","2023-07-19 08:22:11.567138+00","2023-07-19 08:08:06.720106+00","705"
"626","PROVEEDORA DE MATERIALES PLÁSTICOS LERMA","PROVEEDORA DE MATERIALES PLÁSTICOS SA DE CV","PMP9611297L5","","2023-07-19","2023-07-19 08:22:11.719723+00","2023-07-19 08:08:06.95428+00","706"
"627","ALPLA MEXICO SAN JOSE DE ITURBIDE","ALPLA MEXICO, SA DE CV","CTC861104I92","","2023-07-19","2023-07-19 08:22:11.874452+00","2023-07-19 08:08:07.188456+00","707"
"628","INNOVACHEM CDMX Y AREA METROPOLITANA","INNOVACHEM, SA","CTC861104I92","","2023-07-19","2023-07-19 08:22:12.030632+00","2023-07-19 08:08:07.422414+00","708"
"629","1423 SAN JOAQUIN","TIENDAS 3 B SA DE CV","TTB040915CY9","","2023-07-19","2023-07-19 08:22:12.182076+00","2023-07-19 08:08:07.660148+00","709"
"630","Gluten y Almidones Industriales","Gluten y Almidones Industriales","GAI670926SX4","","2023-07-19","2023-07-19 08:22:12.340544+00","2023-07-19 08:08:07.898687+00","710"
"631","LLETRa QUERÉTARO","SERVICIOS TECNOLÓGICOS Y LOGÍSTICOS LLETRA S DE RL DE S V","STL191211KM2","","2023-07-19","2023-07-19 08:22:12.4927+00","2023-07-19 08:08:08.133848+00","711"
"632","2057 MERCA ABASTO","TIENDAS TRES B SA DE CV","TTB040915CY9","","2023-07-19","2023-07-19 08:22:12.645411+00","2023-07-19 08:08:08.369377+00","712"
"633","1168","TIENDAS TRES B SA DE CV","TTB040915CY9","","2023-07-19","2023-07-19 08:22:12.806549+00","2023-07-19 08:08:08.601724+00","713"
"634","DRIV DE MEXICO TEPOTZOTLAN","DRIV DE MEXICO","CTC861104I92","","2023-07-19","2023-07-19 08:22:12.96222+00","2023-07-19 08:08:08.837607+00","714"
"635","ASCHCAM CO TUXTLA GUTIERREZ","ASCHCAM CO","ASC010528F95","","2023-07-19","2023-07-19 08:22:13.116983+00","2023-07-19 08:08:09.070811+00","715"
"636","AVIGROUP PLANTA ZACATEPEC","AVIGRUPO MEXICO, S.A. DE C.V.","AME170807963","","2023-07-19","2023-07-19 08:22:13.270731+00","2023-07-19 08:08:09.304984+00","716"
"637","2312QRO EL SALITRE","TIENDAS DE TRES B SA DE CV","TTB040915CY9","","2023-07-19","2023-07-19 08:22:13.423403+00","2023-07-19 08:08:09.53878+00","717"
"638","2288QRO AHUACATLAN","TIENDAS DE TRES B SA DE CV","TTB040915CY9","","2023-07-19","2023-07-19 08:22:13.574217+00","2023-07-19 08:08:09.776275+00","718"
"639","Valiant de Mexico QUERÉTARO","Valiant de Mexico S. de R.L. de C.V.","VME091007E87","","2023-07-19","2023-07-19 08:22:13.726931+00","2023-07-19 08:08:10.006474+00","719"
"640","Gestamp México AGS","Gestamp México, S.A. De C.V.","GME010313SS0","","2023-07-19","2023-07-19 08:22:13.881551+00","2023-07-19 08:08:10.238664+00","720"
"641","MANN HUMMEL","MANN HUMMEL","YLM081111665","","2023-07-19","2023-07-19 08:22:14.032675+00","2023-07-19 08:08:10.469578+00","721"
"642","PROGILSA PLANTA AGUASCALIENTES","CENTRAL DE COMERCIO PROGILSA","FGA8401018K7","","2023-07-19","2023-07-19 08:22:14.184528+00","2023-07-19 08:08:10.707685+00","722"
"643","BEAUTY PLANTA QRO","BEAUTY ARMOUR TRADING","BAT151006NM5","DOM FISCAL","2023-07-19","2023-07-19 08:22:14.338543+00","2023-07-19 08:08:10.943462+00","723"
"644","GENESIS ALLIANCE SOLUTIONS","GENESIS ALLIANCE SOLUTIONS","GAS131029767","","2023-07-19","2023-07-19 08:22:14.491108+00","2023-07-19 08:08:11.178193+00","724"
"645","FTS PLANTA TOYOTA","FORMA AUTOMOTIVE DE MEXICO","FAM180219KD7","","2023-07-19","2023-07-19 08:22:14.644381+00","2023-07-19 08:08:11.411229+00","725"
"646","TELLEZ CRUZ ASTURIANO","CEDIS ASTURITO","CAS230914GM9","","2023-07-19","2024-11-22 17:01:41.573683+00","2023-07-19 08:08:11.644722+00","726"
"647","ZIMAPAN ASTURIANO","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36","","2023-07-19","2023-07-19 08:22:14.959502+00","2023-07-19 08:08:11.874651+00","727"
"648","TECOZAUTLA ASTURIANO","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36","","2023-07-19","2023-07-19 08:22:15.112615+00","2023-07-19 08:08:12.109511+00","728"
"649","TRES B TULANCINGO","TIENDAS TRES B SA DE CV","TTB040915CY9","","2023-07-19","2023-07-19 08:22:15.266383+00","2023-07-19 08:08:12.345472+00","729"
"650","YUSA ZACATECAS","YUSA AUTOPARTS MEXICO","CTC861104I92","","2023-07-19","2023-07-19 08:22:15.419646+00","2023-07-19 08:08:12.581735+00","730"
"651","LOMA BONITA 1811","TIENDAS TRES B SA DE CV","TTB040915CY9","","2023-07-19","2023-07-19 08:22:15.576124+00","2023-07-19 08:08:12.819502+00","731"
"652","Salitre 2311","TIENDAS TRES B SA DE CV","","","2023-07-19","2023-07-19 08:22:15.740184+00","2023-07-19 08:08:13.051038+00","732"
"653","MEXTRASA CDMX","MEXTRASA","MEX680805J89","","2023-07-19","2023-07-19 08:22:15.897469+00","2023-07-19 08:08:13.281353+00","733"
"654","MAHLE LERMA","MAHLE COMPONENTES DE MOTOR DE MEXICO, S. DE R.L. DE C.V.","MCM841113LT5","","2023-07-19","2023-07-19 08:22:16.051151+00","2023-07-19 08:08:13.514717+00","734"
"655","tienda guerrero","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36","","2023-07-19","2023-07-19 08:22:16.215169+00","2023-07-19 08:08:13.749692+00","735"
"656","TOLUCA ASTURIANO","OPINEG","OPI210608AF7","","2023-07-19","2023-07-19 08:22:16.387185+00","2023-07-19 08:08:13.983672+00","736"
"657","EVONIK ODONNEL","EVONIK INDUSTRIAES DE MEXICO","CMM190227FIA","","2023-07-19","2023-07-19 08:22:16.584161+00","2023-07-19 08:08:14.217664+00","737"
"658","FORMA AUTOMOTIVE DE MEXICO","YUSEN LOGISTICS (MEXICO)","YLM081111665","","2023-07-19","2023-07-19 08:22:16.744918+00","2023-07-19 08:08:14.451736+00","738"
"659","2491 FELIPE CARRILLO","TIENDAS TRES B SA DE CV","TTB040915CY9","","2023-07-19","2023-07-19 08:22:16.91607+00","2023-07-19 08:08:14.684342+00","739"
"660","965 BALVANERA","TIENDAS TRES B SA DE CV","TTB040915CY9","","2023-07-19","2023-07-19 08:22:17.092107+00","2023-07-19 08:08:14.919545+00","740"
"661","Plasty Ixtapaluca","Plasty home","PHO061123T64","","2023-07-19","2023-07-19 08:22:17.262263+00","2023-07-19 08:08:15.158754+00","741"
"662","FARMER CORONEO","MIGUEL ANGEL ESTRELLA ALCANTAR","EEAM880703360","","2023-07-19","2023-07-19 08:22:17.432641+00","2023-07-19 08:08:15.393429+00","742"
"663","NOVACHEM PONCITLAN","OPERADORA DE PLANTAS TRATADORES DE AGUA Y RESIDUOS SA DE CV","OPT9906092AA","","2023-07-19","2023-07-19 08:22:17.598371+00","2023-07-19 08:08:15.627457+00","743"
"664","PROVEEDORA DE SEGURIDAD INDUSTRIAL LERMA","PROVEEDORA DE SEGURIDAD INDUSTRIAL DEL GOLFO","PSI8906083F8","","2023-07-19","2023-07-19 08:22:17.752492+00","2023-07-19 08:08:15.861778+00","744"
"665","SABRITAS OBREGON","SABRITAS","SAB730510K44","","2023-07-19","2023-07-19 08:22:17.912649+00","2023-07-19 08:08:16.093594+00","745"
"666","IRC PARQUE QRO","CLUSOL MEXICANA S DE RL DE CV","CME1906288GA","","2023-07-19","2023-07-19 08:22:18.096977+00","2023-07-19 08:08:16.327669+00","746"
"667","ITT SILAO","ITT MOTION TECHNOLOGIES MEXICO S DE RL","IMT160304JZ4","","2023-07-19","2023-07-19 08:22:18.247394+00","2023-07-19 08:08:16.55753+00","747"
"668","MTRANS QRO","MTRANS TRANSPORTES SECOS Y FRIOS DEL BAJIO","MTS1909111C4","","2023-07-19","2023-07-19 08:22:18.398741+00","2023-07-19 08:08:16.793509+00","748"
"669","LCM2","LEONI CABLE SA DE CV","LCA981211QN0","","2023-07-19","2023-07-19 08:22:18.554707+00","2023-07-19 08:08:17.027872+00","749"
"670","LEONI MERIDA","LEONI WIRING SYSTEMS DE YUCATAN SA DE CV","LWS1605279V4","","2023-07-19","2023-07-19 08:22:18.717235+00","2023-07-19 08:08:17.261853+00","750"
"671","1173 CELAYA CENTRO","TIENDAS TRES B SA DE CV","TTB040915CY9","","2023-07-19","2023-07-19 08:22:18.870687+00","2023-07-19 08:08:17.492672+00","751"
"672","ANDAMIOS CDMX","ANDAMIOS Y PARARRAYOS SA DE CV","APA840130HH2","","2023-07-19","2023-07-19 08:22:19.025322+00","2023-07-19 08:08:17.728668+00","752"
"673","ZUMPANGO ASTURIANO","OPINEG","OPI210608AF7","","2023-07-19","2023-07-19 08:22:19.181376+00","2023-07-19 08:08:17.961652+00","753"
"674","SAN JOAQUIN ASTURIANO","OPINEG","OPI210608AF7",NULL,"2023-07-19","2023-09-25 21:34:54.729565+00","2023-07-19 08:08:18.195903+00","754"
"675","ORION TULTITLAN","ORION ELECTROMATERIALS S. DE R.L. DE C.V.","OEL161214729","","2023-07-19","2023-07-19 08:22:19.489656+00","2023-07-19 08:08:18.427797+00","755"
"677","KTN","KTN HUEHUETOCA","KNM950822BC3",NULL,"2023-07-25","2023-07-25 17:57:47.557167+00","2023-07-25 17:44:58.50988+00","757"
"678","SLP MI INTEGRACION","SLP MI INTEGRACION","SMI1104284D3",NULL,"2023-07-25","2023-07-26 16:41:30.679386+00","2023-07-26 04:53:21.980017+00","758"
"679","MOCTEZUMA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2023-07-31","2023-07-31 21:57:54.39206+00","2023-07-31 21:57:54.38379+00","759"
"680","AMEALCO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2023-07-31","2023-07-31 21:59:24.026486+00","2023-07-31 21:59:24.012848+00","760"
"681","COOPER WIRING","COOPER WIRING DEVICES DE MEXICO","CWD0106296H5",NULL,"2023-08-09","2023-08-09 19:46:17.396524+00","2023-08-09 19:46:17.386988+00","761"
"682","THERMOFUIDOS TIANGUISTENGO","THERMOFUIDOS","CTC861104I92",NULL,"2023-08-22","2023-08-22 21:53:49.299469+00","2023-08-22 21:42:06.733015+00","765"
"683","T421 Gastur","Administración de Empresas al Menudeo","AEM151124N36",NULL,"2023-08-26","2023-08-26 17:47:52.390529+00","2023-08-26 17:47:52.379947+00","766"
"684","NAADE","YUSEN LOGISTICS (MEXICO)","YLM081111665",NULL,"2023-08-30","2023-09-27 22:38:54.628407+00","2023-08-30 20:14:09.575967+00","767"
"685","TMMGT","YUSEN LOGISTICS (MEXICO)","YLM081111665",NULL,"2023-08-30","2023-08-30 20:15:07.238382+00","2023-08-30 20:15:07.235149+00","768"
"686","T294 PATRIOTISMO","CEDIS ASTURITO","CAS230914GM9",NULL,"2023-09-06","2024-11-22 16:11:48.882864+00","2023-09-06 20:44:54.092369+00","769"
"687","MARELLI AUTOMOTIVE LIGHTING","CHEM-TREND COMERCIAL","CTC861104I92",NULL,"2023-09-12","2023-09-12 23:24:12.564558+00","2023-09-12 23:24:12.556189+00","771"
"688","RUTA 10 HIDALGO","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2023-09-21","2023-09-21 17:44:06.219857+00","2023-09-21 17:44:06.204125+00","791"
"689","LA LOMA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2023-09-22","2023-09-22 20:19:46.630383+00","2023-09-22 20:19:46.618339+00","792"
"690","PINAL DE AMOLES","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2023-09-22","2023-09-22 21:29:41.784682+00","2023-09-22 21:29:41.780143+00","793"
"691","ZACATECAS T387 GIMNASIO","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2023-09-26","2023-09-26 19:42:58.947644+00","2023-09-26 19:42:58.936787+00","794"
"692","RUTA 7 VALLE DE BRAVO","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2023-09-27","2023-09-27 19:26:27.962059+00","2023-09-27 19:26:27.948502+00","795"
"693","RUTA 4 TLAXCALA","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2023-09-28","2023-09-28 20:00:14.295723+00","2023-09-28 20:00:14.198591+00","796"
"694","RUTA SAN MIGUEL DE ALLENDE","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2023-09-28","2023-09-28 20:03:43.717925+00","2023-09-28 20:03:43.712725+00","797"
"695","RUTA SALAMANCA - LEON","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2023-09-28","2023-09-28 20:09:01.780066+00","2023-09-28 20:09:01.770867+00","798"
"696","RUTA SAN LUIS POTOSI","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2023-09-28","2023-09-28 21:56:43.907216+00","2023-09-28 21:56:43.903393+00","799"
"697","TECNOLOGIA EN SOLUCION DINAMICA","CHEM TREND COMERCIAL S.A DE C.V","CTC861104I92",NULL,"2023-09-29","2023-09-29 18:13:13.290028+00","2023-09-29 18:13:13.278707+00","800"
"698","RUTA SAN JUAN DEL RIO","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2023-09-29","2023-09-29 19:13:43.093404+00","2023-09-29 19:13:43.087692+00","801"
"699","EZEQUIEL MONTES","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2023-10-03","2023-10-03 23:15:17.009364+00","2023-10-03 23:15:16.998164+00","802"
"700","SUELAS ITALIA S.A De C.V","CHEM TREND COMERCIAL S.A DE C.V","CTC861104I92",NULL,"2023-10-11","2023-10-11 20:27:07.78542+00","2023-10-11 20:27:07.776508+00","803"
"701","RUTA BERNAL","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2023-10-16","2023-10-16 21:29:23.721234+00","2023-10-16 21:29:23.710934+00","804"
"702","RUTA PEDRO ESCOBEDO","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2023-10-24","2023-10-24 22:41:21.685755+00","2023-10-24 22:41:21.676263+00","805"
"703","2560 GTO DOCTOR MORA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2023-10-27","2023-10-27 19:42:05.436781+00","2023-10-27 19:42:05.426126+00","806"
"704","LOCAL","LOCAL","XXXX9108014U5",NULL,"2023-10-30","2023-10-30 22:04:14.239354+00","2023-10-30 22:04:14.230092+00","807"
"705","TOLUCA BARCEL","DCF MEXICANA","DME070926GE4",NULL,"2023-11-09","2023-11-09 16:54:19.026499+00","2023-11-09 16:54:19.014625+00","808"
"706","REGRESO TULTITLAN - CHEM-TREND QRO.","CHEM TREND COMERCIAL S.A DE C.V","CTC861104I92",NULL,"2023-11-21","2023-11-21 19:34:56.306725+00","2023-11-21 19:34:56.29563+00","809"
"707","CHEM-TREND - DRIV DE MEXICO S. DE R.L","CHEM TREND COMERCIAL S.A DE C.V","CTC861104I92",NULL,"2023-11-27","2023-11-27 18:27:38.861338+00","2023-11-27 18:27:38.848535+00","810"
"708","DRIVE DE MEXICO S. DE R.L DE C.V","CHEM TREND COMERCIAL S.A DE C.V","CTC861104I92",NULL,"2023-11-27","2023-11-27 18:33:24.686917+00","2023-11-27 18:33:24.68285+00","811"
"709","IGNACIO ZARAGOZA","MSEGEO","MSE210510UE0",NULL,"2023-12-04","2023-12-04 20:33:21.695075+00","2023-12-04 20:33:21.687+00","813"
"710","AXLE SILAO","AMERICAN AXLE SILAO","CTC861104I92",NULL,"2023-12-07","2023-12-07 21:07:45.272484+00","2023-12-07 21:07:45.263869+00","814"
"711","J H MILLS","PROVEEDORA DE MATERIALES PLASTICOS","JHM860114JC9",NULL,"2023-12-08","2023-12-08 22:37:17.510413+00","2023-12-08 22:37:17.499968+00","815"
